Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-07-11,1088.89,1088.89,1083.8,1088.33,1958263
2018-07-12,1088.33,1088.33,1083.14,1083.17,1844267
2018-07-13,1083.17,1087.75,1081.46,1084.79,1503067
2018-07-16,1085.57,1089.35,1083.18,1088.24,564090
2018-07-17,1087.28,1089.23,1081.39,1081.39,973610
2018-07-18,1081.58,1087.36,1080.66,1087.36,953814
2018-07-19,1087.42,1089.18,1083.37,1083.94,862507
2018-07-20,1084.9,1085.93,1081.07,1084.97,757593
2018-07-23,1084.97,1089.18,1084.19,1087.73,669093
2018-07-24,1087.73,1094.76,1085.57,1093.88,1550304
2018-07-25,1092.9,1096.77,1090.42,1090.42,1048845
2018-07-26,1090.3,1095.02,1090.02,1092.89,919531
2018-07-27,1092.48,1096.26,1091.7,1093.02,815579
2018-07-30,1092.96,1094.88,1089.29,1094.88,3866435
2018-07-31,1091.96,1096.15,1087.14,1092.34,6060988
2018-08-01,1090.97,1095.92,1086.55,1089.51,4027180
2018-08-02,1089.31,1092.65,1086.55,1089.09,1197204
2018-08-03,1088.65,1094.36,1087.4,1092.19,811423
2018-08-06,1092.2,1095.32,1089.57,1090.58,1093120
2018-08-07,1090.58,1091.73,1085.65,1087.5,1445819
2018-08-08,1087.75,1092.02,1082.08,1084.8,3159083
2018-08-09,1084.87,1087.67,1075.33,1079.27,1376869
2018-08-10,1079.31,1079.31,1067.93,1073.4,2315950
2018-08-13,1073.4,1076.75,1067.39,1072.63,2326307
2018-08-14,1072.59,1074.18,1065.51,1067.26,1537161
2018-08-15,1068.79,1070.77,1066.39,1068.45,780911
2018-08-16,1068.45,1069.17,1060.67,1061.38,1848618
2018-08-17,1061.19,1064.43,1058.05,1058.05,2193300
2018-08-20,1058.12,1065.83,1058.12,1061.96,1022877
2018-08-21,1061.96,1070.22,1060.46,1068.86,988681
2018-08-22,1069.09,1075.63,1067.61,1073,1699810
2018-08-23,1073.08,1079.91,1073.08,1079.91,2317898
2018-08-24,1079.91,1080.67,1072.77,1072.86,847613
2018-08-27,1072.96,1083.15,1072.95,1076.51,1035698
2018-08-28,1078.27,1081.26,1077.05,1079.6,1071370
2018-08-29,1079.57,1082.77,1075,1078.85,1390542
2018-08-30,1078.85,1080.7,1075.84,1078.16,1009540
2018-08-31,1079.18,1079.4,1072.32,1072.88,1889746
2018-09-03,1072.33,1077.46,1072.33,1073.1,668080
2018-09-04,1073.29,1077.39,1071.27,1073.94,812192
2018-09-05,1073.81,1074.27,1059.91,1065.04,1330969
2018-09-06,1065.04,1069.7,1059.89,1063.58,2939488
2018-09-07,1063.58,1070.84,1062.34,1070.2,2677909
2018-09-10,1070.2,1083.01,1070.17,1082.85,1980482
2018-09-11,1083.86,1086.29,1078.22,1081.44,1784587
2018-09-12,1081.6,1092.89,1081.6,1089.31,1492168
2018-09-13,1089.31,1096.78,1089.14,1092.74,1826333
2018-09-14,1092.74,1095.46,1089.47,1095.46,1313425
2018-09-17,1095.59,1096.81,1090.55,1092.08,1558171
2018-09-18,1092.08,1096.96,1090.67,1091.64,3934783
2018-09-19,1091.64,1099.57,1090.7,1098.42,1405342
2018-09-20,1098.76,1104.64,1096.21,1103.64,2737426
2018-09-21,1103.72,1104.77,1091.66,1101.71,5026808
2018-09-24,1101.71,1102.32,1093.14,1093.46,1458032
2018-09-25,1093.57,1107.7,1093.57,1106.34,755906
2018-09-26,1106.8,1110.17,1100.77,1100.77,1673634
2018-09-27,1100.8,1103.52,1097.56,1101.92,1834770
2018-10-01,1101.92,1104.45,1098.02,1098.21,2467793
2018-10-02,1099.02,1102.53,1096.49,1099.12,920559
2018-10-03,1099.39,1109.14,1099.39,1107.28,711506
2018-10-04,1107.28,1113.68,1105.16,1110.47,1808058
2018-10-05,1110.76,1112.55,1103.02,1103.38,1433037
2018-10-08,1104.88,1108.49,1092.21,1095.4,6870831
2018-10-09,1096.35,1098.91,1092.75,1095.78,3298371
2018-10-10,1096,1098.8,1093.47,1097.17,3437817
2018-10-11,1096.96,1096.96,1079.39,1083.68,2963288
2018-10-12,1083.63,1088.52,1079.61,1079.61,1969814
2018-10-15,1079.61,1083.97,1079.31,1081.07,2778671
2018-10-16,1081.23,1088.44,1080.47,1088.44,2082591
2018-10-17,1089.22,1099.23,1086.57,1087.86,3753627
2018-10-18,1088.24,1093.48,1085.67,1087.1,1727958
2018-10-19,1090.34,1090.34,1077.07,1079.3,3084810
2018-10-22,1081.28,1086.5,1079.06,1081.18,1541428
2018-10-23,1081.18,1081.18,1060.17,1060.2,2568634
2018-10-24,1061.32,1065.02,1059.7,1062.16,1951875
2018-10-25,1062.16,1062.4,1051.62,1052.27,2342496
2018-10-26,1052.27,1055.58,1031.63,1031.63,2694855
2018-10-29,1031.63,1057.38,1030.57,1055.25,1833778
2018-10-30,1055.29,1056.98,1045.54,1049.82,1426762
2018-10-31,1050.58,1066.61,1050.58,1066.61,2167325
2018-11-01,1065.89,1071.45,1064.34,1070.59,3351086
2018-11-02,1070.59,1072.71,1062.8,1067.73,2404492
2018-11-05,1067.73,1073,1067.01,1072.44,1666820
2018-11-06,1072.44,1076.21,1066.15,1066.15,2338299
2018-11-07,1067.06,1080.31,1067.06,1075.79,2208049
2018-11-08,1075.26,1089.91,1075.26,1085.95,1995748
2018-11-09,1085.95,1090.72,1084.3,1089.08,1994948
2018-11-12,1088.81,1093.8,1079.94,1081.76,1530297
2018-11-13,1081.38,1084.33,1078.81,1078.81,2292358
2018-11-14,1079.04,1087.6,1074.27,1084.44,5965416
2018-11-15,1083.16,1084.7,1077.5,1081.03,2568365
2018-11-16,1080.96,1085.85,1078,1080.53,1875982
2018-11-19,1078.44,1082.7,1078.24,1079.18,3141327
2018-11-20,1078.61,1078.61,1059.93,1060.02,2752920
2018-11-21,1060.02,1068.18,1057.75,1067.79,2773257
2018-11-22,1067.79,1067.79,1061.8,1065.64,1273193
2018-11-23,1066.57,1068.13,1058.93,1062.42,1923787
2018-11-26,1062.09,1066.14,1062.09,1065.16,1748039
2018-11-27,1065.16,1066.66,1061.51,1064.39,3197265
2018-11-28,1064.84,1066.84,1062.47,1065.3,2910238
2018-11-29,1067.33,1068.53,1061.08,1065.71,3422487
2018-11-30,1068.04,1068.93,1062.87,1068.65,13548712
2018-12-03,1068.73,1077.6,1068.73,1073.65,1745133
2018-12-04,1073.69,1077.23,1064.24,1066.01,2447495
2018-12-05,1065.71,1065.71,1049.79,1051,2764578
2018-12-06,1050.98,1052.9,1036.33,1038.59,2151622
2018-12-07,1038.76,1048.98,1037.14,1040.37,1981616
2018-12-10,1040.37,1040.41,1028.08,1029.11,1766573
2018-12-11,1029.23,1029.23,1015.39,1017.36,2737030
2018-12-12,1017.38,1031.38,1017.38,1030.74,1948573
2018-12-13,1032.26,1036.47,1029.12,1029.17,3480549
2018-12-14,1029.64,1029.94,1023.06,1028.4,1719240
2018-12-17,1028.6,1032.41,1025.54,1027.87,1007741
2018-12-18,1027.76,1027.76,1021.22,1026.64,1711985
2018-12-19,1023.41,1023.94,1000.28,1008.11,2325794
2018-12-20,1007.74,1008.49,989.72,992.92,2780806
2018-12-21,992.9,992.98,979.3,983.35,4803173
2018-12-27,983.36,994.85,975.31,977.91,1992508
2018-12-28,978.6,989.34,975.79,986.56,1708079
2019-01-02,987.7,996.52,984.87,989.37,1814133
2019-01-03,989.44,993.19,986.14,990.05,2395905
2019-01-04,991.23,1004.73,989.28,1004.21,2638450
2019-01-07,1004.01,1009.55,1003.91,1008.56,1736330
2019-01-08,1008.37,1015.19,1007.33,1014.36,2433395
2019-01-09,1014.36,1021.08,1013.66,1018.05,2339057
2019-01-10,1018.19,1018.31,1011.82,1015.7,1838845
2019-01-11,1015.7,1020.14,1008.16,1011.44,2175261
2019-01-14,1011.68,1012.61,996.97,1001.15,1763058
2019-01-15,1001.09,1007.09,1000.17,1004.03,2381252
2019-01-16,1003.31,1019.2,1003.31,1019,3881774
2019-01-17,1018.93,1020.18,1012.54,1014.88,1532432
2019-01-18,1015.45,1021.08,1014.51,1020.36,2149821
2019-01-21,1019.85,1024.2,1016.44,1017.25,704290
2019-01-22,1016.31,1017.67,1012.69,1016.98,2702780
2019-01-23,1017.02,1023.04,1013.12,1021.65,2026071
2019-01-24,1021.5,1025.27,1017.55,1017.7,1410854
2019-01-25,1018.21,1023.1,1016.52,1023.1,2913828
2019-01-28,1023.31,1032.29,1020.18,1025.14,1897246
2019-01-29,1025.38,1029.8,1019.42,1029.6,2635125
2019-01-30,1029.27,1034.95,1027.09,1034.95,2354647
2019-01-31,1034.95,1043.55,1034.95,1043.55,3118639
2019-02-01,1044.22,1048.28,1042.86,1048.28,1850544
2019-02-04,1048.31,1053.64,1042.28,1052.05,1440210
2019-02-05,1052.05,1063.05,1051.97,1060.03,1704613
2019-02-06,1059.94,1065.56,1058.21,1063.02,2498422
2019-02-07,1063.02,1066.81,1057.55,1060.92,1754327
2019-02-08,1059.16,1059.74,1046.68,1046.82,1924215
2019-02-11,1046.2,1055.77,1045.44,1046.43,1731368
2019-02-12,1047.21,1058.96,1047.21,1057.32,2204974
2019-02-13,1057.62,1061.62,1055.06,1058.06,1849273
2019-02-14,1058.01,1059.51,1047.99,1048.95,2136670
2019-02-15,1049.58,1058.63,1046.73,1058.23,1749662
2019-02-18,1058.3,1063.9,1054.73,1063.9,941462
2019-02-19,1062.61,1065.63,1061.59,1065.63,1019285
2019-02-20,1066.17,1070.62,1064.7,1068.07,1284269
2019-02-21,1068.37,1071.78,1055.05,1058.89,1793869
2019-02-22,1058.88,1064.05,1056.21,1060.23,1500724
2019-02-25,1062.9,1071.21,1060.34,1070.68,1373326
2019-02-26,1069.87,1070.66,1060.45,1065.39,1406936
2019-02-27,1065.19,1070.32,1059.6,1067.33,3301220
2019-02-28,1072.7,1074.88,1063.33,1071.68,2566846
2019-03-01,1071.56,1082.29,1071.53,1075.74,1807218
2019-03-04,1075.74,1082.2,1075.09,1078.69,1044335
2019-03-05,1079.17,1083.47,1076.24,1076.63,2761582
2019-03-06,1076.69,1082.33,1076.63,1080.53,1714252
2019-03-07,1080.91,1082.34,1067.06,1067.67,1839593
2019-03-08,1067.52,1070.39,1058.76,1061.45,1395647
2019-03-11,1061.42,1063.86,1059.68,1059.68,1413664
2019-03-12,1059.78,1069.84,1059.45,1060.36,1005414
2019-03-13,1061.45,1062.43,1055.53,1061.63,1259274
2019-03-14,1061.26,1070.94,1060.52,1068.43,1985791
2019-03-15,1069.24,1077.2,1069.24,1070.29,3016660
2019-03-18,1072.15,1081.7,1072.15,1076.73,1391018
2019-03-19,1076.73,1081.54,1075.2,1075.36,1035563
2019-03-20,1075.66,1076.87,1069.47,1073.37,1082996
2019-03-21,1072.91,1080.92,1072.5,1078.39,2213340
2019-03-22,1078.85,1086.17,1075.6,1079.35,1617297
2019-03-25,1078.99,1078.99,1071.83,1076.33,1668438
2019-03-26,1076.33,1081.46,1074.31,1074.35,1611161
2019-03-27,1073.73,1079.42,1070,1076.96,2346263
2019-03-28,1078.81,1079.65,1071.07,1072.63,1962690
2019-03-29,1073.76,1079.85,1073.76,1074.39,3390979
2019-04-01,1074.39,1084.81,1074.39,1084.81,1916807
2019-04-02,1084.81,1087.22,1079.7,1081.41,1552007
2019-04-03,1082.54,1089.77,1082.54,1086.69,895449
2019-04-04,1086.69,1089.47,1084.57,1085.49,1595371
2019-04-05,1085.49,1089.44,1084.22,1086.09,1572131
2019-04-08,1087.26,1090.66,1082.59,1084.46,1218357
2019-04-09,1084.86,1086.18,1080.62,1083.42,1821192
2019-04-10,1083.42,1091.24,1082.81,1086.27,1709978
2019-04-11,1086.42,1092.39,1086.42,1091.03,1219691
2019-04-12,1092.04,1104.47,1090.79,1104.47,2139008
2019-04-15,1105.05,1108.45,1102.23,1103.02,1416529
2019-04-16,1103.02,1105.5,1091.26,1095.9,2067396
2019-04-17,1095.77,1099.37,1095.08,1096.97,1587768
2019-04-18,1096.97,1102.63,1093.71,1101.67,1381240
2019-04-23,1102.12,1103.38,1095.81,1098.48,1544686
2019-04-24,1099.06,1100.21,1086.94,1088.97,1911897
2019-04-25,1089.02,1091.52,1084.54,1085.62,1722068
2019-04-26,1085.82,1092.76,1084.06,1091.47,2281864
2019-04-29,1089.21,1089.21,1055.12,1070.23,6288650
2019-04-30,1070.29,1074.23,1068.45,1068.72,2213170
2019-05-02,1070.08,1084.97,1070.08,1083.5,2996065
2019-05-03,1083.89,1087.04,1076.94,1079.63,2498770
2019-05-06,1077.79,1077.79,1062.56,1064.71,1255729
2019-05-07,1064.88,1068.98,1063.22,1063.5,2466928
2019-05-09,1065.06,1068.39,1051.32,1051.4,3273925
2019-05-10,1051.73,1056.83,1049.1,1049.64,2044643
2019-05-13,1050.62,1056.02,1042.16,1043.87,2060953
2019-05-14,1044.48,1051.66,1044.48,1050.31,2307580
2019-05-15,1050.46,1055.42,1048.48,1052.07,1372081
2019-05-16,1052.07,1053.36,1047.13,1051.57,1257130
2019-05-17,1051.68,1053.35,1048.36,1050.75,1869309
2019-05-20,1050.72,1050.91,1041.58,1049.34,1706009
2019-05-21,1049.44,1050.5,1044.53,1048.33,1209029
2019-05-22,1048.33,1048.82,1041.16,1042.68,881355
2019-05-23,1043.07,1043.84,1034.56,1038.09,1903551
2019-05-24,1038.24,1046.35,1038.24,1041.89,2184962
2019-05-27,1041.69,1044.5,1037.75,1040.29,1102655
2019-05-28,1039.63,1044.07,1036.08,1038.16,4980273
2019-05-29,1038.19,1041.73,1035.91,1040.51,1730178
2019-05-30,1041.67,1045.42,1039.66,1043.62,1313210
2019-05-31,1043.77,1045.4,1039.71,1044.09,2905853
2019-06-03,1044.09,1050.55,1037.43,1049.9,1707430
2019-06-04,1050.68,1055.85,1047.69,1053.83,2470922
2019-06-05,1054.22,1059.25,1051.68,1052.68,864446
2019-06-06,1052.68,1061.04,1048.39,1048.39,1408041
2019-06-07,1048.39,1055.44,1048.39,1049.65,1779283
2019-06-10,1049.87,1059.64,1049.87,1059.22,1030864
2019-06-11,1059.22,1065.73,1059.22,1061.89,1490261
2019-06-12,1062.08,1062.08,1050.14,1051.99,1562855
2019-06-13,1051.68,1056.15,1050.88,1050.88,955937
2019-06-14,1050.94,1052.48,1045.74,1051.46,1625951
2019-06-17,1051.26,1056.26,1051.25,1051.57,1107840
2019-06-18,1052.74,1055.18,1044.71,1055.18,1552363
2019-06-19,1055.18,1060.1,1055.18,1057.56,1250798
2019-06-20,1057.56,1060.37,1052.01,1054.01,1130565
2019-06-21,1054.16,1057.81,1051.16,1053.47,3022832
2019-06-24,1053.71,1056.63,1050.22,1056.18,743227
2019-06-25,1056.18,1056.18,1039,1040.05,1556520
2019-06-26,1040.82,1042.43,1033.13,1034.74,1617369
2019-06-27,1034.42,1041.55,1033.66,1037.94,1557840
2019-06-28,1038.45,1043.83,1038.45,1041.73,1748758
2019-07-01,1041.73,1046.67,1038.81,1039.84,900408
2019-07-02,1040.04,1043.54,1034.74,1040.72,797576
2019-07-03,1040.72,1049.29,1040.7,1049.29,1048462
2019-07-04,1049.39,1052.3,1047.08,1052.1,990266
2019-07-08,1052.15,1056.24,1050.59,1052.12,1021569
2019-07-09,1051.92,1054.36,1046.11,1048.44,1080979
2019-07-10,1048.44,1051.34,1046.58,1047.25,1779200
2019-07-11,1047.22,1052.08,1047.07,1047.07,1715248
2019-07-12,1046.88,1056.57,1046.88,1055.62,1351823
2019-07-15,1055.62,1058.37,1050.75,1056.65,1622617
2019-07-16,1056.65,1060.15,1054.74,1057.73,1067988
2019-07-17,1057.38,1064.95,1057.38,1062.36,1135132
2019-07-18,1062.56,1064.06,1056.03,1063.87,1456632
2019-07-19,1063.87,1067.86,1062.79,1067.41,2126961
2019-07-22,1067.77,1072.65,1066.39,1069.58,1564827
2019-07-23,1069.54,1072.84,1066.17,1071.22,1400583
2019-07-24,1071.26,1076.11,1069.31,1075.44,1677111
2019-07-25,1075.68,1081.78,1074.02,1074.02,1638811
2019-07-26,1074.11,1075.72,1069.54,1070.58,1094557
2019-07-29,1071.65,1074.61,1067.66,1070.64,679727
2019-07-30,1069.92,1069.94,1060,1062.22,1059450
2019-07-31,1062.25,1062.25,1054.72,1056.69,2051606
2019-08-01,1056.18,1059.06,1046.24,1047.08,1890896
2019-08-02,1047.08,1047.08,1035.88,1040.37,1470629
2019-08-05,1040.37,1040.37,1023.96,1025.54,2577512
2019-08-06,1025.22,1030.87,1022.65,1022.85,1837974
2019-08-07,1023.51,1027.8,1014.34,1015.7,1753424
2019-08-08,1015.74,1027.49,1015.74,1020.53,1331255
2019-08-09,1022.67,1026.57,1021.58,1022.67,962601
2019-08-12,1025.08,1031.69,1025.08,1030.67,1376558
2019-08-13,1030.91,1033.06,1024.06,1030.29,1752979
2019-08-14,1030.78,1038.45,1029.32,1030.43,2308002
2019-08-15,1030.61,1034.83,1025.4,1031.03,1859686
2019-08-16,1031.95,1036.97,1020.49,1035.46,1832494
2019-08-19,1035.73,1043.41,1033.69,1035.33,1285983
2019-08-20,1036.4,1038.87,1033.74,1033.74,852322
2019-08-21,1035.1,1043.14,1035.1,1037.98,981700
2019-08-22,1038,1044.43,1038,1042.32,758019
2019-08-23,1042.32,1047.81,1041.39,1045.55,968092
2019-08-26,1045.51,1045.9,1035.57,1039.35,883018
2019-08-27,1039.37,1042.8,1033.77,1034.13,3575913
2019-08-28,1034.15,1037.7,1022.54,1024.08,2010583
2019-08-29,1024.19,1031.23,1024.19,1031.02,909270
2019-08-30,1032.93,1037.94,1029.79,1037.27,1539601
2019-09-02,1036.92,1043.84,1035.71,1036.45,567631
2019-09-03,1036.94,1040.79,1029.03,1030.39,857556
2019-09-04,1029.55,1031.79,1024.07,1028.39,1142985
2019-09-05,1028.77,1040.96,1028.77,1040.28,976588
2019-09-06,1039.81,1039.81,1030.2,1032.06,1284896
2019-09-09,1032.06,1037.3,1031.94,1033.49,1122713
2019-09-10,1033.49,1037.21,1027.97,1035.04,2089718
2019-09-11,1035.24,1043.95,1035.24,1043.57,1974783
2019-09-12,1043.53,1049.76,1039.83,1049.42,1882531
2019-09-13,1049.42,1053.72,1047,1050.17,1579640
2019-09-16,1047.81,1060.88,1047.68,1060.83,1695035
2019-09-17,1060.83,1061.04,1046.55,1047.51,1915481
2019-09-18,1048.39,1053.74,1047.97,1050.02,2768532
2019-09-19,1050.02,1055.45,1049.25,1053.36,1739455
2019-09-20,1053.6,1060.32,1052.92,1060.32,3540699
2019-09-23,1060.23,1061.38,1045.03,1045.03,2509031
2019-09-24,1045.03,1050.71,1044.49,1047.57,1605455
2019-09-25,1046.77,1050.83,1029.2,1031.06,2430337
2019-09-26,1031.76,1039.94,1031.16,1037.1,3666294
2019-09-27,1036.29,1044.03,1035.58,1038.45,2488476
2019-09-30,1038.45,1043.58,1035.45,1041.75,1436584
2019-10-01,1041.29,1042.85,1029.53,1031.25,1163493
2019-10-02,1031.25,1031.37,1008.61,1010.03,2731353
2019-10-03,1010.03,1011.24,999.86,1005.48,2220188
2019-10-04,1005.55,1008.95,1002.08,1004.56,2600259
2019-10-07,1004.49,1009.69,999.01,1000.53,1916905
2019-10-08,1000.53,1004.53,992.31,994.07,2865618
2019-10-09,993.89,1001.02,993.89,996.62,2160309
2019-10-10,997.02,1000.36,994.83,997.28,1508396
2019-10-11,999.23,1014.48,999.23,1013.55,1167127
2019-10-14,1014.96,1019.89,1011.71,1019.52,2719021
2019-10-15,1019.59,1022.46,1014.04,1020.39,1796335
2019-10-16,1020.39,1027.25,1017.87,1026.98,2015647
2019-10-17,1027.17,1039.46,1025.28,1034.3,3126292
2019-10-18,1034.3,1042.97,1031.41,1042.9,2057928
